week_index,week_start,region,product_category,channel,currency,existing_users,base_impressions,base_spend,cpi,ctr,cvr,avg_order_value,engagement_value_per_click,freq_cap_per_user,adstock_decay,sat_curve_basis,sat_alpha,sat_k_half_impr,sat_beta,sat_alpha_spend,sat_k_half_spend,sat_beta_spend,min_spend_this_week,max_spend_this_week,priority_weight
9,2025-07-28,Atlantic,Apparel,Paid Search,CAD,41313,2172740,23749.9,0.010931,0.031817,0.058321,88.69,0.2356,4,0.3,impressions,1.0,2750000,1.1,1.0,33000,1.05,11874.95,35624.85,1.012
10,2025-08-04,Atlantic,Apparel,Paid Search,CAD,46937,2235947,24339.12,0.010885,0.034981,0.054013,88.22,0.2651,4,0.3,impressions,1.0,2750000,1.1,1.0,33000,1.05,12169.56,36508.68,1.039
11,2025-08-11,Atlantic,Apparel,Paid Search,CAD,50388,2237509,25693.8,0.011483,0.032508,0.059759,86.33,0.2553,4,0.3,impressions,1.0,2750000,1.1,1.0,33000,1.05,12846.9,38540.7,0.959
12,2025-08-18,Atlantic,Apparel,Paid Search,CAD,45925,2669628,29319.31,0.010983,0.036743,0.056082,84.27,0.2669,4,0.3,impressions,1.0,2750000,1.1,1.0,33000,1.05,14659.65,43978.96,0.998
13,2025-08-25,Atlantic,Apparel,Paid Search,CAD,50845,2089102,23432.4,0.011216,0.035826,0.059224,85.04,0.2462,4,0.3,impressions,1.0,2750000,1.1,1.0,33000,1.05,11716.2,35148.6,0.902
1,2025-06-02,Atlantic,Apparel,Display,CAD,42659,2761480,10523.32,0.003811,0.003698,0.01256,86.9,0.2666,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,4209.33,16837.31,0.929
2,2025-06-09,Atlantic,Apparel,Display,CAD,41386,3121288,13405.93,0.004295,0.00376,0.011441,87.3,0.2251,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,5362.37,21449.49,1.031
3,2025-06-16,Atlantic,Apparel,Display,CAD,41255,2860645,12037.07,0.004208,0.003721,0.010949,84.72,0.255,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,4814.83,19259.31,1.048
4,2025-06-23,Atlantic,Apparel,Display,CAD,48295,3753770,14641.86,0.003901,0.004256,0.010899,85.49,0.2553,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,5856.74,23426.97,1.093
5,2025-06-30,Atlantic,Apparel,Display,CAD,47813,2976065,12378.24,0.004159,0.003912,0.012136,85.79,0.2443,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,4951.29,19805.18,1.017
6,2025-07-07,Atlantic,Apparel,Display,CAD,42224,3018531,13002.28,0.004307,0.003764,0.012014,88.13,0.2625,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,5200.91,20803.65,0.992
7,2025-07-14,Atlantic,Apparel,Display,CAD,48980,3131961,12004.29,0.003833,0.003689,0.012761,87.27,0.2657,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,4801.72,19206.86,1.013
8,2025-07-21,Atlantic,Apparel,Display,CAD,42349,4016777,15029.16,0.003742,0.004079,0.011569,81.86,0.2341,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,6011.66,24046.66,1.045
9,2025-07-28,Atlantic,Apparel,Display,CAD,42955,3087799,12021.63,0.003893,0.003748,0.013141,84.25,0.2452,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,4808.65,19234.6,1.066
10,2025-08-04,Atlantic,Apparel,Display,CAD,41960,3129970,11431.67,0.003652,0.004126,0.011329,87.34,0.2359,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,4572.67,18290.67,1.023
11,2025-08-11,Atlantic,Apparel,Display,CAD,47287,2909927,11211.44,0.003853,0.004154,0.012378,88.19,0.2635,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,4484.57,17938.3,1.013
12,2025-08-18,Atlantic,Apparel,Display,CAD,51226,3501265,13264.18,0.003788,0.004357,0.012951,82.98,0.2741,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,5305.67,21222.7,1.03
13,2025-08-25,Atlantic,Apparel,Display,CAD,50852,2793983,11122.63,0.003981,0.00364,0.011606,87.83,0.2414,5,0.5,impressions,1.0,6875000,1.05,1.0,24750,1.05,4449.05,17796.21,0.916
1,2025-06-02,Atlantic,Apparel,Social,CAD,45878,2242934,6133.08,0.002734,0.008082,0.016014,81.5,0.2441,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,2453.23,9812.93,1.022
2,2025-06-09,Atlantic,Apparel,Social,CAD,50896,2381000,6971.08,0.002928,0.008306,0.016149,81.85,0.2374,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,2788.43,11153.73,0.941
3,2025-06-16,Atlantic,Apparel,Social,CAD,44126,2185995,6827.13,0.003123,0.007861,0.016743,88.96,0.2345,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,2730.85,10923.41,0.93
4,2025-06-23,Atlantic,Apparel,Social,CAD,45985,3333453,10376.83,0.003113,0.008078,0.017276,81.9,0.2308,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,4150.73,16602.92,1.085
5,2025-06-30,Atlantic,Apparel,Social,CAD,43122,2406074,7754.14,0.003223,0.008378,0.017579,84.27,0.2629,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,3101.66,12406.63,0.948
6,2025-07-07,Atlantic,Apparel,Social,CAD,45095,2457600,6897.65,0.002807,0.007836,0.014757,85.01,0.2727,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,2759.06,11036.24,0.949
7,2025-07-14,Atlantic,Apparel,Social,CAD,41155,2520055,8086.84,0.003209,0.007513,0.016507,84.14,0.2525,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,3234.74,12938.95,0.97
8,2025-07-21,Atlantic,Apparel,Social,CAD,49662,2939192,8029.9,0.002732,0.008368,0.016591,82.77,0.259,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,3211.96,12847.84,0.906
9,2025-07-28,Atlantic,Apparel,Social,CAD,49753,2391191,7783.74,0.003255,0.007505,0.0153,87.52,0.2692,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,3113.5,12453.99,1.071
10,2025-08-04,Atlantic,Apparel,Social,CAD,51118,2553682,8199.22,0.003211,0.00784,0.017582,89.03,0.2683,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,3279.69,13118.75,0.984
11,2025-08-11,Atlantic,Apparel,Social,CAD,45150,2589309,8129.59,0.00314,0.008453,0.015081,87.43,0.2608,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,3251.84,13007.35,1.009
12,2025-08-18,Atlantic,Apparel,Social,CAD,44370,2921974,9018.72,0.003087,0.007217,0.014867,85.53,0.2349,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,3607.49,14429.95,1.043
13,2025-08-25,Atlantic,Apparel,Social,CAD,51726,2237707,7062.12,0.003156,0.008176,0.014623,82.98,0.2586,2,0.6,impressions,1.0,4950000,1.1,1.0,22000,1.08,2824.85,11299.39,0.916
1,2025-06-02,Atlantic,Apparel,Affiliate,CAD,40962,1411452,7767.4,0.005503,0.01887,0.030248,80.98,0.2431,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2330.22,13981.32,1.041
2,2025-06-09,Atlantic,Apparel,Affiliate,CAD,48167,1227550,6742.92,0.005493,0.018559,0.028593,88.53,0.24,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2022.88,12137.26,0.943
3,2025-06-16,Atlantic,Apparel,Affiliate,CAD,44413,1300566,8572.79,0.006592,0.017912,0.027302,84.55,0.275,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2571.84,15431.01,1.083
4,2025-06-23,Atlantic,Apparel,Affiliate,CAD,46559,1785877,9811.13,0.005494,0.017386,0.029592,88.87,0.2293,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2943.34,17660.04,0.912
5,2025-06-30,Atlantic,Apparel,Affiliate,CAD,48148,1261418,7935.09,0.006291,0.016206,0.032613,86.58,0.2469,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2380.53,14283.16,1.022
6,2025-07-07,Atlantic,Apparel,Affiliate,CAD,47786,1441972,9494.39,0.006584,0.018815,0.029195,81.32,0.229,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2848.32,17089.9,0.965
7,2025-07-14,Atlantic,Apparel,Affiliate,CAD,43034,1228602,6665.59,0.005425,0.018943,0.029717,86.28,0.2372,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,1999.68,11998.06,0.995
8,2025-07-21,Atlantic,Apparel,Affiliate,CAD,47406,1797075,10911.66,0.006072,0.016379,0.032299,83.24,0.2594,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,3273.5,19640.99,0.94
9,2025-07-28,Atlantic,Apparel,Affiliate,CAD,51648,1238598,7037.25,0.005682,0.016597,0.032159,80.92,0.2571,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2111.17,12667.05,1.074
10,2025-08-04,Atlantic,Apparel,Affiliate,CAD,51173,1205525,7190.53,0.005965,0.01839,0.032003,87.45,0.2573,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2157.16,12942.95,1.072
11,2025-08-11,Atlantic,Apparel,Affiliate,CAD,42981,1236476,7288.37,0.005894,0.019632,0.031388,82.51,0.234,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2186.51,13119.07,1.01
12,2025-08-18,Atlantic,Apparel,Affiliate,CAD,48251,1859499,11265.77,0.006058,0.018661,0.028884,83.65,0.2598,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,3379.73,20278.38,0.912
13,2025-08-25,Atlantic,Apparel,Affiliate,CAD,42983,1275405,7717.08,0.006051,0.017918,0.031622,88.83,0.2277,4,0.4,impressions,1.0,1650000,1.0,1.0,16500,1.0,2315.12,13890.74,1.054
1,2025-06-02,Atlantic,Apparel,Email,CAD,42264,706295,1014.01,0.001436,0.050238,0.037107,85.19,0.2748,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,202.8,2535.03,0.999
2,2025-06-09,Atlantic,Apparel,Email,CAD,49738,682514,1016.95,0.00149,0.048102,0.040528,86.61,0.2707,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,203.39,2542.39,1.09
3,2025-06-16,Atlantic,Apparel,Email,CAD,47002,718046,1146.41,0.001597,0.048736,0.036909,86.71,0.2356,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,229.28,2866.03,0.934
4,2025-06-23,Atlantic,Apparel,Email,CAD,43580,946062,1528.97,0.001616,0.052149,0.041519,85.57,0.2537,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,305.79,3822.42,1.052
5,2025-06-30,Atlantic,Apparel,Email,CAD,44631,786860,1243.69,0.001581,0.051625,0.042713,86.18,0.233,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,248.74,3109.23,1.093
6,2025-07-07,Atlantic,Apparel,Email,CAD,50391,666382,1076.51,0.001615,0.049019,0.037168,87.51,0.2643,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,215.3,2691.27,1.019
7,2025-07-14,Atlantic,Apparel,Email,CAD,50608,745836,1155.91,0.00155,0.049704,0.043305,81.88,0.251,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,231.18,2889.76,0.956
8,2025-07-21,Atlantic,Apparel,Email,CAD,46737,977495,1357.17,0.001388,0.052942,0.042399,80.9,0.2541,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,271.43,3392.92,1.063
9,2025-07-28,Atlantic,Apparel,Email,CAD,46599,764164,1038.08,0.001358,0.051223,0.041226,81.5,0.2613,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,207.62,2595.19,1.018
10,2025-08-04,Atlantic,Apparel,Email,CAD,49083,735168,1139.78,0.00155,0.051144,0.03684,84.82,0.2551,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,227.96,2849.46,0.964
11,2025-08-11,Atlantic,Apparel,Email,CAD,46050,796137,1256.89,0.001579,0.048735,0.039133,84.41,0.2339,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,251.38,3142.23,0.922
12,2025-08-18,Atlantic,Apparel,Email,CAD,42320,899592,1349.45,0.0015,0.051703,0.041913,86.24,0.2336,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,269.89,3373.62,0.977
13,2025-08-25,Atlantic,Apparel,Email,CAD,43342,674224,1030.19,0.001528,0.050628,0.03954,85.01,0.2409,6,0.2,impressions,1.0,825000,0.95,1.0,11000,0.95,206.04,2575.48,0.94
1,2025-06-02,Atlantic,Apparel,Online Video,CAD,47307,1639376,11981.45,0.007309,0.003124,0.009576,86.22,0.2404,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3594.44,20368.47,0.909
2,2025-06-09,Atlantic,Apparel,Online Video,CAD,51071,1702951,11927.11,0.007004,0.003245,0.008244,85.11,0.2669,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3578.13,20276.09,1.014
3,2025-06-16,Atlantic,Apparel,Online Video,CAD,42757,1437594,10038.84,0.006983,0.003107,0.008259,88.38,0.2478,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3011.65,17066.02,0.986
4,2025-06-23,Atlantic,Apparel,Online Video,CAD,48292,2155238,14582.66,0.006766,0.002843,0.008806,83.46,0.2296,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,4374.8,24790.52,1.025
5,2025-06-30,Atlantic,Apparel,Online Video,CAD,48093,1440615,10736.39,0.007453,0.003064,0.008814,88.66,0.2253,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3220.92,18251.86,0.947
6,2025-07-07,Atlantic,Apparel,Online Video,CAD,50438,1460047,9951.11,0.006816,0.003247,0.009301,84.28,0.2595,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,2985.33,16916.88,0.901
7,2025-07-14,Atlantic,Apparel,Online Video,CAD,41290,1613996,11845.05,0.007339,0.003287,0.008402,81.09,0.2466,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3553.51,20136.58,0.989
8,2025-07-21,Atlantic,Apparel,Online Video,CAD,45021,1834920,12856.2,0.007006,0.002882,0.008997,87.42,0.2312,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3856.86,21855.53,1.078
9,2025-07-28,Atlantic,Apparel,Online Video,CAD,43888,1469215,11084.17,0.007544,0.003213,0.009108,87.6,0.2389,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3325.25,18843.1,0.945
10,2025-08-04,Atlantic,Apparel,Online Video,CAD,45815,1552118,11078.73,0.007138,0.003074,0.009153,82.36,0.2646,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3323.62,18833.84,1.099
11,2025-08-11,Atlantic,Apparel,Online Video,CAD,50830,1646945,11935.49,0.007247,0.002869,0.008809,88.23,0.2313,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3580.65,20290.33,0.985
12,2025-08-18,Atlantic,Apparel,Online Video,CAD,41568,2038169,13542.62,0.006645,0.002872,0.00932,84.02,0.2698,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,4062.79,23022.45,0.966
13,2025-08-25,Atlantic,Apparel,Online Video,CAD,50790,1726195,12470.85,0.007224,0.003076,0.008967,87.22,0.249,3,0.7,impressions,1.0,3850000,1.15,1.0,30250,1.1,3741.26,21200.45,0.912
1,2025-06-02,Atlantic,Home & Garden,Paid Search,CAD,41932,1802414,20263.27,0.011242,0.033365,0.052806,156.99,0.2955,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,10131.64,30394.91,0.919
2,2025-06-09,Atlantic,Home & Garden,Paid Search,CAD,41473,2148709,24927.45,0.011601,0.031824,0.054796,166.97,0.2762,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,12463.72,37391.17,1.024
3,2025-06-16,Atlantic,Home & Garden,Paid Search,CAD,45722,1877480,20553.79,0.010948,0.033234,0.058595,167.24,0.2728,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,10276.89,30830.68,1.051
4,2025-06-23,Atlantic,Home & Garden,Paid Search,CAD,40928,2616223,33010.31,0.012618,0.038158,0.054208,163.63,0.3043,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,16505.15,49515.46,0.988
5,2025-06-30,Atlantic,Home & Garden,Paid Search,CAD,43246,1833478,23645.29,0.012896,0.037001,0.054716,165.34,0.3218,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,11822.64,35467.93,0.906
6,2025-07-07,Atlantic,Home & Garden,Paid Search,CAD,41604,1885458,22024.08,0.011681,0.03838,0.052098,156.4,0.2724,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,11012.04,33036.12,0.979
7,2025-07-14,Atlantic,Home & Garden,Paid Search,CAD,51317,2141680,26763.64,0.012497,0.038268,0.057181,159.25,0.3187,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,13381.82,40145.46,0.92
8,2025-07-21,Atlantic,Home & Garden,Paid Search,CAD,41727,2569353,30198.74,0.011753,0.037658,0.051976,157.53,0.3105,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,15099.37,45298.11,1.057
9,2025-07-28,Atlantic,Home & Garden,Paid Search,CAD,51677,1841849,21724.26,0.011795,0.034578,0.049524,160.26,0.2741,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,10862.13,32586.38,1.074
10,2025-08-04,Atlantic,Home & Garden,Paid Search,CAD,44048,1801066,21090.81,0.01171,0.032433,0.055883,160.7,0.2982,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,10545.41,31636.22,0.925
11,2025-08-11,Atlantic,Home & Garden,Paid Search,CAD,48706,1788037,23582.92,0.013189,0.034923,0.05948,167.11,0.3291,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,11791.46,35374.38,0.955
12,2025-08-18,Atlantic,Home & Garden,Paid Search,CAD,51538,2413557,28520.57,0.011817,0.037559,0.058451,159.57,0.2859,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,14260.28,42780.85,1.078
13,2025-08-25,Atlantic,Home & Garden,Paid Search,CAD,48295,2000630,22128.48,0.011061,0.032843,0.052531,167.82,0.3244,4,0.3,impressions,1.0,2500000,1.1,1.0,30000,1.05,11064.24,33192.72,1.05
1,2025-06-02,Atlantic,Home & Garden,Display,CAD,44469,2693669,10832.3,0.004021,0.003763,0.013043,153.48,0.2938,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4332.92,17331.69,1.04
2,2025-06-09,Atlantic,Home & Garden,Display,CAD,43795,2616211,10763.42,0.004114,0.004306,0.012653,160.19,0.2853,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4305.37,17221.48,1.087
3,2025-06-16,Atlantic,Home & Garden,Display,CAD,48624,2620625,11158.87,0.004258,0.004326,0.011174,163.25,0.3285,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4463.55,17854.2,1.004
4,2025-06-23,Atlantic,Home & Garden,Display,CAD,48554,3513435,12991.59,0.003698,0.003656,0.010912,156.74,0.2855,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,5196.64,20786.54,1.094
5,2025-06-30,Atlantic,Home & Garden,Display,CAD,42434,2747054,11236.22,0.00409,0.003848,0.013052,159.92,0.3101,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4494.49,17977.95,1.05
6,2025-07-07,Atlantic,Home & Garden,Display,CAD,51380,2875480,12449.56,0.00433,0.00418,0.013194,162.95,0.3127,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4979.82,19919.29,1.065
7,2025-07-14,Atlantic,Home & Garden,Display,CAD,44388,2590036,11044.58,0.004264,0.004214,0.011067,156.05,0.3038,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4417.83,17671.33,0.962
8,2025-07-21,Atlantic,Home & Garden,Display,CAD,46699,3291143,13226.31,0.004019,0.004284,0.012646,162.63,0.3291,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,5290.52,21162.1,1.007
9,2025-07-28,Atlantic,Home & Garden,Display,CAD,45294,2477045,10871.76,0.004389,0.004349,0.011644,156.88,0.2765,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4348.7,17394.82,1.03
10,2025-08-04,Atlantic,Home & Garden,Display,CAD,51215,2759448,11174.73,0.00405,0.004013,0.011703,165.42,0.3203,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4469.89,17879.57,1.018
11,2025-08-11,Atlantic,Home & Garden,Display,CAD,43111,2818524,10886.77,0.003863,0.003606,0.011498,160.76,0.3243,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4354.71,17418.83,1.004
12,2025-08-18,Atlantic,Home & Garden,Display,CAD,44220,3680682,13342.63,0.003625,0.004127,0.01317,159.42,0.3293,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,5337.05,21348.2,0.9
13,2025-08-25,Atlantic,Home & Garden,Display,CAD,48623,2698186,10413.48,0.003859,0.004069,0.012881,166.95,0.29,5,0.5,impressions,1.0,6250000,1.05,1.0,22500,1.05,4165.39,16661.57,0.969
1,2025-06-02,Atlantic,Home & Garden,Social,CAD,46776,2278033,7292.29,0.003201,0.007764,0.015904,153.61,0.3079,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2916.92,11667.66,1.087
2,2025-06-09,Atlantic,Home & Garden,Social,CAD,40978,2373481,7262.51,0.00306,0.008163,0.016431,163.55,0.2781,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2905.0,11620.02,1.028
3,2025-06-16,Atlantic,Home & Garden,Social,CAD,50127,2368126,6451.79,0.002724,0.008185,0.015066,154.22,0.2863,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2580.71,10322.86,0.913
4,2025-06-23,Atlantic,Home & Garden,Social,CAD,45191,2933903,8338.14,0.002842,0.007663,0.017246,167.94,0.2854,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,3335.26,13341.02,0.927
5,2025-06-30,Atlantic,Home & Garden,Social,CAD,46262,2177375,6319.25,0.002902,0.007608,0.01656,161.67,0.2823,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2527.7,10110.8,0.983
6,2025-07-07,Atlantic,Home & Garden,Social,CAD,43567,2051047,6390.53,0.003116,0.007517,0.015877,167.44,0.3174,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2556.21,10224.85,0.916
7,2025-07-14,Atlantic,Home & Garden,Social,CAD,41912,2112298,5956.08,0.00282,0.007417,0.015202,155.42,0.2838,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2382.43,9529.73,0.956
8,2025-07-21,Atlantic,Home & Garden,Social,CAD,41163,2991510,8385.51,0.002803,0.008301,0.015156,153.08,0.3,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,3354.2,13416.82,1.008
9,2025-07-28,Atlantic,Home & Garden,Social,CAD,48046,2138815,6901.04,0.003227,0.008241,0.016296,165.86,0.2734,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2760.42,11041.67,1.09
10,2025-08-04,Atlantic,Home & Garden,Social,CAD,47351,2220813,6368.24,0.002868,0.008487,0.014965,164.22,0.2983,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2547.29,10189.18,0.921
11,2025-08-11,Atlantic,Home & Garden,Social,CAD,41766,2063477,6151.11,0.002981,0.00857,0.017162,162.03,0.3096,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2460.44,9841.77,0.904
12,2025-08-18,Atlantic,Home & Garden,Social,CAD,45999,2567740,7065.13,0.002751,0.008661,0.015506,159.45,0.2745,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2826.05,11304.21,1.002
13,2025-08-25,Atlantic,Home & Garden,Social,CAD,45464,2114085,6555.69,0.003101,0.008128,0.0165,158.93,0.3086,2,0.6,impressions,1.0,4500000,1.1,1.0,20000,1.08,2622.28,10489.11,0.979
1,2025-06-02,Atlantic,Home & Garden,Affiliate,CAD,51478,1170349,6430.07,0.005494,0.017385,0.028431,160.09,0.3022,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,1929.02,11574.13,1.011
2,2025-06-09,Atlantic,Home & Garden,Affiliate,CAD,43234,1203048,6770.63,0.005628,0.0194,0.030421,167.59,0.3231,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2031.19,12187.14,0.945
3,2025-06-16,Atlantic,Home & Garden,Affiliate,CAD,48435,1259588,7766.21,0.006166,0.019102,0.027415,162.24,0.2809,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2329.86,13979.17,0.97
4,2025-06-23,Atlantic,Home & Garden,Affiliate,CAD,51728,1432076,8632.24,0.006028,0.01794,0.031997,161.89,0.2948,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2589.67,15538.04,1.006
5,2025-06-30,Atlantic,Home & Garden,Affiliate,CAD,47314,1106158,6797.33,0.006145,0.017411,0.031283,155.73,0.3226,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2039.2,12235.19,0.996
6,2025-07-07,Atlantic,Home & Garden,Affiliate,CAD,44378,1317060,8149.35,0.006188,0.017346,0.031958,164.15,0.2949,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2444.81,14668.83,1.006
7,2025-07-14,Atlantic,Home & Garden,Affiliate,CAD,45947,1275751,7055.63,0.005531,0.019561,0.027499,167.91,0.3283,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2116.69,12700.14,1.001
8,2025-07-21,Atlantic,Home & Garden,Affiliate,CAD,47990,1533776,9076.3,0.005918,0.017126,0.029596,152.58,0.2972,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2722.89,16337.34,1.003
9,2025-07-28,Atlantic,Home & Garden,Affiliate,CAD,48219,1184226,6977.06,0.005892,0.019302,0.029205,161.14,0.2822,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2093.12,12558.7,0.982
10,2025-08-04,Atlantic,Home & Garden,Affiliate,CAD,50459,1244689,6950.99,0.005585,0.019464,0.030692,159.8,0.3159,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2085.3,12511.79,1.05
11,2025-08-11,Atlantic,Home & Garden,Affiliate,CAD,46990,1280716,7914.44,0.00618,0.016422,0.027675,155.81,0.3053,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2374.33,14245.99,0.983
12,2025-08-18,Atlantic,Home & Garden,Affiliate,CAD,49472,1471874,9225.48,0.006268,0.018527,0.027862,163.15,0.3009,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2767.65,16605.87,1.002
13,2025-08-25,Atlantic,Home & Garden,Affiliate,CAD,49218,1321295,8352.25,0.006321,0.016413,0.032512,161.36,0.2962,4,0.4,impressions,1.0,1500000,1.0,1.0,15000,1.0,2505.67,15034.05,1.007
1,2025-06-02,Atlantic,Home & Garden,Email,CAD,42075,691645,974.33,0.001409,0.051532,0.038246,156.37,0.2876,6,0.2,impressions,1.0,750000,0.95,1.0,10000,0.95,194.87,2435.83,1.056
